,Question,Actual,Prediction,TP,TN,FP,FN
3934,hiv good,Insincere,Sincere,0,0,0,1
1744,missing period pregnant case consult doctor able get virgin,Sincere,Sincere,0,1,0,0
1232,nanobots possible near future medical use,Sincere,Sincere,0,1,0,0
675,name use username,Sincere,Sincere,0,1,0,0
3501,since still demonstratively powerful imperial german navy seek challenge royal navy stalemate jutland,Insincere,Insincere,1,0,0,0
1314,english term mean,Sincere,Sincere,0,1,0,0
1243,big eazy e,Sincere,Insincere,0,0,1,0
1438,good height year old,Sincere,Sincere,0,1,0,0
1629,love girl,Sincere,Insincere,0,0,1,0
1953,instead blocking serotonin reuptake serotonin pill used,Sincere,Sincere,0,1,0,0
1946,way experience endorphin rush high without eating super hot capsaicin extract running marathon,Sincere,Sincere,0,1,0,0
1499,library like goa,Sincere,Sincere,0,1,0,0
1310,suitable time table upsc capf year,Sincere,Sincere,0,1,0,0
2857,smelly brown indian deserve live,Insincere,Insincere,1,0,0,0
2477,hindu extremist group rise india,Insincere,Insincere,1,0,0,0
313,experienced hair loss anti hiv medication,Sincere,Sincere,0,1,0,0
2996,russia jamming tomahawk missile cause many reach target,Insincere,Sincere,0,0,0,1
1089,good activity help build team work skill required astronaut,Sincere,Sincere,0,1,0,0
2249,problem pakistani people,Insincere,Insincere,1,0,0,0
281,many course hacking,Sincere,Sincere,0,1,0,0
1801,place small business owner get equity funding,Sincere,Sincere,0,1,0,0
3194,woman relationship one want marry initially well one want divorce later marriage tends unfair woman want men first place,Insincere,Insincere,1,0,0,0
2614,religious people like christian adult allowed roam street freely,Insincere,Insincere,1,0,0,0
1422,best fraternity university south carolina,Sincere,Sincere,0,1,0,0
82,control subconscious mind life,Sincere,Sincere,0,1,0,0
1178,india called developing country give reason,Sincere,Insincere,0,0,1,0
2380,american stop trump team testing see allow total control recent team talk shooting comey pardoning lost mental compass allowing road dictatorship continue,Insincere,Insincere,1,0,0,0
3140,indian girl dirty ego problem,Insincere,Insincere,1,0,0,0
3340,pattern u president failed gop president followed zero leadership dem president followed great president nixon carter reagan bush obama trump,Insincere,Insincere,1,0,0,0
1407,men never liked take picture look back onto memory,Sincere,Insincere,0,0,1,0
1095,fortified food help micronutrient deficiency kid,Sincere,Insincere,0,0,1,0
947,met young woman couple time interested ask thought want someone like poor future uncertain despite working right thing decide,Sincere,Insincere,0,0,1,0
2253,observed girl woman public place seem resist intentional soft touch body contact seem enjoy activity exhibiting tolerant behaviour,Insincere,Insincere,1,0,0,0
1014,break cycle chronic anxiety,Sincere,Sincere,0,1,0,0
336,see amazon hardware launch event occurred earlier today,Sincere,Sincere,0,1,0,0
1216,taiwan permit dual citizenship,Sincere,Insincere,0,0,1,0
3103,dad poop,Insincere,Insincere,1,0,0,0
555,dangerous hack world,Sincere,Sincere,0,1,0,0
2331,hindu violent christian muslim india,Insincere,Insincere,1,0,0,0
2217,white people posse destructive weapon earth,Insincere,Insincere,1,0,0,0
3468,hell wrong europe safe zone woman new year eve feminist big mouth leftist call punishing sexual harassment disgusting begin badly see link,Insincere,Insincere,1,0,0,0
1964,donald trump power,Sincere,Insincere,0,0,1,0
3296,race treated identically,Insincere,Insincere,1,0,0,0
3777,michelle obama transvestite,Insincere,Insincere,1,0,0,0
174,currently pursuing bba ib sppu much aggregate year get help get admission sibm pune iim,Sincere,Sincere,0,1,0,0
3358,woman expect guy need humorous lively interesting,Insincere,Insincere,1,0,0,0
3765,clever join republican party,Insincere,Insincere,1,0,0,0
724,gain confidence ask question worry,Sincere,Insincere,0,0,1,0
1329,calculate weight risky asset,Sincere,Sincere,0,1,0,0
3035,opportunist decide become diplomat diplomatic immunity get exemption prosecution,Insincere,Sincere,0,0,0,1
148,put aside climate condition external factor grow land relatively rare get good margin,Sincere,Sincere,0,1,0,0
923,hello better facebook going next big deal,Sincere,Sincere,0,1,0,0
2307,quora becoming anti islam islamophobic,Insincere,Insincere,1,0,0,0
35,people pristine place like iceland cancer free place pollution,Sincere,Insincere,0,0,1,0
466,box contains uniquely coloured ball colour variation ball colour garnered ball picked least number ball needed ensure least ball colour procured,Sincere,Sincere,0,1,0,0
2319,aap volunteer quora mass report rational user like balaji criticizing aap praising bjp,Insincere,Insincere,1,0,0,0
3375,german italain polish spanish mexican meet speak language indian shy feel proud mother tounge like others national showoff speaking english,Insincere,Insincere,1,0,0,0
1238,dental assistant course legit,Sincere,Sincere,0,1,0,0
2019,teen spoiling career,Insincere,Sincere,0,0,0,1
1546,inspired edward craven walker create lava lamp,Sincere,Sincere,0,1,0,0
550,lung affected smoking water vapor,Sincere,Sincere,0,1,0,0
2043,amitabh bachan die,Insincere,Insincere,1,0,0,0
1996,aerospace engineering course upes dehradun placement scope,Sincere,Sincere,0,1,0,0
2567,emancipated minor right vote u,Insincere,Insincere,1,0,0,0
3847,find annoying popular quorans answer question act sassy rather solve actual query asker,Insincere,Insincere,1,0,0,0
895,qualification required job ro,Sincere,Sincere,0,1,0,0
355,woukd best method selling photographic print photographer moment called eamonn doyle,Sincere,Sincere,0,1,0,0
17,trivia game activity premed student engage fun prepare medical school,Sincere,Sincere,0,1,0,0
494,prime scottie pippen kawhi leonard better basketball player,Sincere,Sincere,0,1,0,0
1643,manufacturing process magnavox dtv digital analog converter tb mw,Sincere,Sincere,0,1,0,0
1897,cheapest escort service pune rate service photo escort,Sincere,Sincere,0,1,0,0
1777,fatty tissue breast feel like,Sincere,Sincere,0,1,0,0
2103,people hate u muslim,Insincere,Insincere,1,0,0,0
586,say ex online friend stalk facebook threaten blackmail block,Sincere,Sincere,0,1,0,0
334,practice effectively anything,Sincere,Sincere,0,1,0,0
2351,pastor mormon always attack people follow jesus say attacking belief mormon,Insincere,Insincere,1,0,0,0
3038,claim true nelson mandela nothing strident terrorist,Insincere,Insincere,1,0,0,0
2710,find always woman try turn child someone like,Insincere,Insincere,1,0,0,0
3481,girl nice penis,Insincere,Insincere,1,0,0,0
184,alginate powder made,Sincere,Sincere,0,1,0,0
3536,shoe lift wearer former president france nicolas sarkozy jew,Insincere,Insincere,1,0,0,0
113,uttar pradesh undeveloped despite vast resource,Sincere,Insincere,0,0,1,0
2919,west germany payed greece nazi crime,Insincere,Insincere,1,0,0,0
2784,many conservative dislike blm love cop mind getting treatment cop african american,Insincere,Insincere,1,0,0,0
3478,make son start preparing iit st standard,Insincere,Sincere,0,0,0,1
2364,muslim woman cover hair sign modesty yet wear lot make asking contentious genuinely interested see disparity,Insincere,Insincere,1,0,0,0
3518,luhan coming extremely repulsive recent time,Insincere,Insincere,1,0,0,0
688,best remedy low hemoglobin,Sincere,Sincere,0,1,0,0
1032,north korean missile downrange,Sincere,Sincere,0,1,0,0
52,future diesel gasoline engine upcoming year,Sincere,Sincere,0,1,0,0
2590,right return palestinian refugee result arab aggression,Insincere,Insincere,1,0,0,0
3453,conservative get angry professional athlete refuse stand national anthem,Insincere,Sincere,0,0,0,1
1613,best dental bleaching kit,Sincere,Sincere,0,1,0,0
1368,whether result exam conducted cil management trainee announced,Sincere,Sincere,0,1,0,0
1413,greece recognize independent republic kosovo,Sincere,Insincere,0,0,1,0
3853,quora text editor suck bad spend much time correcting autocorrect answering question,Insincere,Insincere,1,0,0,0
3555,muslim say islam religion peace advocate murdering insult islam muhammad plan hostile world domination,Insincere,Insincere,1,0,0,0
1875,like live fashionista,Sincere,Insincere,0,0,1,0
2420,suicide justifiable physical disability like lazy eye,Insincere,Insincere,1,0,0,0
973,characteristic high performing athletic team,Sincere,Sincere,0,1,0,0
3636,bjp modi telling lie making false promise failing fulfill promise made lok sabha election cover failure blaming congress need incompetent ineffective government,Insincere,Insincere,1,0,0,0
2533,people quora ask lame question people answer passage line could enough,Insincere,Insincere,1,0,0,0
2170,percentage woman cheating husband among hindu muslim christian sikh religion,Insincere,Insincere,1,0,0,0
3956,japanese learned germany acknowledge repent sinful subhuman war atrocity compensate victim holocaust win respect china korea asia world responsible mature country,Insincere,Insincere,1,0,0,0
2826,every liberal met either idiot asshole towards nice intelligent liberal met,Insincere,Insincere,1,0,0,0
1908,gopal kalavireddi view ashapura minechem limited,Sincere,Insincere,0,0,1,0
1667,movie portrays court trial realistically,Sincere,Sincere,0,1,0,0
256,person inspired positive outlook life,Sincere,Sincere,0,1,0,0
2242,white majority nation white majority nation need diversity,Insincere,Insincere,1,0,0,0
3844,liberal detest conservative judge,Insincere,Insincere,1,0,0,0
3471,men actually needed modern society excluding reason reproduction,Insincere,Insincere,1,0,0,0
2176,mark zuckerberg look like soul,Insincere,Insincere,1,0,0,0
496,die cardiomyopathy,Sincere,Insincere,0,0,1,0
2072,still body math understand qm century please first study reply,Insincere,Sincere,0,0,0,1
2580,people care kidnap,Insincere,Insincere,1,0,0,0
295,startup friendly country latin america,Sincere,Sincere,0,1,0,0
2782,deal creepy animal perspective shameless egomania narcissism think could read mind,Insincere,Insincere,1,0,0,0
1866,best way earn money investment india,Sincere,Sincere,0,1,0,0
3520,gun fan willing support stop mass killing american united state,Insincere,Insincere,1,0,0,0
2554,still virgin since year,Insincere,Insincere,1,0,0,0
1901,opinion age swimming lesson started age realistic child able swim,Sincere,Sincere,0,1,0,0
3791,poop hand eat,Insincere,Insincere,1,0,0,0
3993,better parliament restored main branch house hanover throne instead letting dumbo son bald bill take,Insincere,Insincere,1,0,0,0
3118,beautiful woman like relationship bad men,Insincere,Insincere,1,0,0,0
3950,rising shia califate h usman r conspiracy jew,Insincere,Insincere,1,0,0,0
2584,dark colored people created life time white,Insincere,Insincere,1,0,0,0
3625,wonderful trump sense iran deal,Insincere,Insincere,1,0,0,0
1817,legal download game oceanofgames com,Sincere,Sincere,0,1,0,0
779,name composite used make firearm,Sincere,Sincere,0,1,0,0
3073,white european allowed egyptologist,Insincere,Insincere,1,0,0,0
131,invention discovery improved human life,Sincere,Sincere,0,1,0,0
429,sue employer lied performance,Sincere,Insincere,0,0,1,0
3041,handsome boy ugliest girl nit warangal,Insincere,Insincere,1,0,0,0
325,ancient civilization followed atheism,Sincere,Sincere,0,1,0,0
2678,white woman telling african native american men male privilege oppressing chattel slavery genocide,Insincere,Insincere,1,0,0,0
3219,started epidemic answering one stupid question adding right end ex hey know someone outside stealing car right,Insincere,Insincere,1,0,0,0
3159,biracial person successful white people tend want refer biracial commit crime tend want refer black e g biracial mark duggan shot called black,Insincere,Insincere,1,0,0,0
3325,true bear sexually assault woman,Insincere,Insincere,1,0,0,0
3738,catwalk model walk like prostitute modeling clothes,Insincere,Insincere,1,0,0,0
298,difference majority win plurality win taking vote fair method voting,Sincere,Insincere,0,0,1,0
2632,shall follow god christ mohammed moses let alone obama merkel putin,Insincere,Insincere,1,0,0,0
3165,people afraid becoming white minority usa forget white latino history italian irish non white past,Insincere,Insincere,1,0,0,0
3452,everyone worried woman safety never talk male safety delhi men dirt value,Insincere,Insincere,1,0,0,0
1728,improve petroleum engineering poor bachelor degree,Sincere,Sincere,0,1,0,0
1430,much cbd much,Sincere,Sincere,0,1,0,0
2793,canada china give trump everything want liberal accept tariff right,Insincere,Insincere,1,0,0,0
3319,kill instinctive u military brainwash recruit,Insincere,Insincere,1,0,0,0
1987,first grader write big,Sincere,Sincere,0,1,0,0
2813,come south korea speaks russian mostly,Insincere,Insincere,1,0,0,0
3925,considered relationship dusky black skinned girl good,Insincere,Insincere,1,0,0,0
3177,fashion police ban sock sandal uk widespread completely irrational phenomenon,Insincere,Insincere,1,0,0,0
1961,mushroom grow lightning strike tree bark,Sincere,Sincere,0,1,0,0
1572,say main advantage nvsi lvsi voltage stability index,Sincere,Sincere,0,1,0,0
486,cut contact someone toxic abusive still think fun could person,Sincere,Insincere,0,0,1,0
2447,attractive woman date unattractive woman attractive man feel cheated devastated know feeling get deserve,Insincere,Insincere,1,0,0,0
2906,take month payment really really rich donald trump reimburse michael cohen,Insincere,Insincere,1,0,0,0
759,chemical equation bonded first place,Sincere,Sincere,0,1,0,0
1619,percentage people using quora currently upvotes answer without understanding feeling impressed believing outsmarted,Sincere,Insincere,0,0,1,0
1174,find product reviewer,Sincere,Sincere,0,1,0,0
917,world war japan also nuke retaliate u nuked,Sincere,Insincere,0,0,1,0
643,art reason person might face,Sincere,Sincere,0,1,0,0
3423,people left u believe trump racist,Insincere,Insincere,1,0,0,0
2835,pedophilia considered wrong help sexual attraction get decide wrong sexual relation child,Insincere,Insincere,1,0,0,0
2581,muslim woman get clad full cover black burka stay home woman toil farm developing country,Insincere,Insincere,1,0,0,0
1409,life better,Sincere,Sincere,0,1,0,0
2391,could israeli people ignore killing starvation mile away,Insincere,Insincere,1,0,0,0
2862,white southerner hate african american much ancestor forced u first place,Insincere,Insincere,1,0,0,0
3034,safer troll liberal conservative,Insincere,Insincere,1,0,0,0
1273,indian building company product like google amazon ibm miss,Sincere,Sincere,0,1,0,0
3943,indian wife fantasising sex another man whose penish big hubby penish small,Insincere,Insincere,1,0,0,0
459,song involve love sex,Sincere,Sincere,0,1,0,0
2037,south east asian suntan go darker skinned african american reason east asian take offence white people jest call nigger,Insincere,Insincere,1,0,0,0
3579,trap gaye,Insincere,Insincere,1,0,0,0
341,cool mindtwisting movie line,Sincere,Sincere,0,1,0,0
1330,jumping spider poisonous,Sincere,Sincere,0,1,0,0
3569,muslim racist towards everyone,Insincere,Insincere,1,0,0,0
3174,american waste lot food display extravagance world,Insincere,Insincere,1,0,0,0
678,could solve crime like jack ripper travelling distant place speed light holding mirror,Sincere,Sincere,0,1,0,0
1357,traditional housewife child husband want provide maid,Sincere,Insincere,0,0,1,0
679,initial salary offered arthur little india business analyst,Sincere,Sincere,0,1,0,0
2894,lot christian avaliability heuristic double standard come science willingly accept fact like germ theory deny evolution,Insincere,Insincere,1,0,0,0
1287,black teach french,Sincere,Insincere,0,0,1,0
1078,learn origami paper folding art japan,Sincere,Sincere,0,1,0,0
1270,difficult study work time challenge keeping balance study work overcome challenge,Sincere,Sincere,0,1,0,0
3759,india populated community dilits representation respect,Insincere,Insincere,1,0,0,0
713,need know brain tumor type method surgery inoperable one everything else,Sincere,Sincere,0,1,0,0
539,minor help pe university placement,Sincere,Sincere,0,1,0,0
3783,pakistani muslim love china chinese muslim hate china,Insincere,Insincere,1,0,0,0
1631,student prepare jee main advance afford jee coaching,Sincere,Sincere,0,1,0,0
3977,question trans insincere since believe boh brain female body,Insincere,Insincere,1,0,0,0
3019,agree woman respect man position protector way man must respect woman position care beautiful house example think practical thing,Insincere,Insincere,1,0,0,0
723,unattractiveness indicative inferiority,Sincere,Insincere,0,0,1,0
3872,liberal hypocrite,Insincere,Insincere,1,0,0,0
2163,caused american death osama bin laden promoting terrorism u gun lobby effective advocacy gun control,Insincere,Insincere,1,0,0,0
2003,liberal press rewarded anti trump biased reporting,Insincere,Insincere,1,0,0,0
1704,chennai hospital barium meal valsalva manouvre,Sincere,Sincere,0,1,0,0
1872,lexington,Sincere,Insincere,0,0,1,0
2237,notice female quora user increasing coming right facebook,Insincere,Insincere,1,0,0,0
3711,black woman stereotyped freaky bed indian guy told first time heard like know easy whatever,Insincere,Insincere,1,0,0,0
3973,feminism distraction inequality woman,Insincere,Insincere,1,0,0,0
3054,obama apologize lie people expect trump apologize,Insincere,Insincere,1,0,0,0
3153,ukraine glorifying controversial ww era group oun upa wanted independent ukraine also killed ten thousand polish civilian also sometimes collaborated nazi holocaust,Insincere,Insincere,1,0,0,0
2852,islamic community make community morally spiritually worldly submissive islamic community causing debt obligation community moral glorious existence community islamic community,Insincere,Insincere,1,0,0,0
3986,le knowledge transfer african western asian,Insincere,Insincere,1,0,0,0
3075,asian country attractive woman china vietnam thailand philippine korea india,Insincere,Insincere,1,0,0,0
3205,suddenly started wanting reach toilet eat feces,Insincere,Insincere,1,0,0,0
1266,start preparing ia,Sincere,Sincere,0,1,0,0
760,people upvote quora,Sincere,Insincere,0,0,1,0
3243,ive touching year old penis,Insincere,Insincere,1,0,0,0
1617,best thing physical therapist,Sincere,Sincere,0,1,0,0
3374,asian people deferential towards white people many admire whiteness,Insincere,Insincere,1,0,0,0
2086,indian hate nepalese much nepalese hate indian,Insincere,Insincere,1,0,0,0
3978,donald trump biggest embarrassment united state,Insincere,Insincere,1,0,0,0
2787,muslim fanatical among religion,Insincere,Insincere,1,0,0,0
2690,trump impregnate maid,Insincere,Insincere,1,0,0,0
3202,right describe donald trump open sore leaking poison body politic united state,Insincere,Insincere,1,0,0,0
2367,california almost completely controlled democratic party continue tolerate enormous inequality poverty adjusted cost living tax transfer,Insincere,Sincere,0,0,0,1
3667,citizen north korea radicalized similar terrorist,Insincere,Insincere,1,0,0,0
1447,step indian take get rid inferiority complex,Sincere,Insincere,0,0,1,0
3634,belief god nothing tradition passed parent child help people see common sense,Insincere,Insincere,1,0,0,0
1053,maternal believe child suffering inability affectionate motherly change,Sincere,Insincere,0,0,1,0
32,bluetooth device still supported uefi bios,Sincere,Insincere,0,0,1,0
2579,best way wank year old boy,Insincere,Sincere,0,0,0,1
3123,pahul imaginary friend kinky,Insincere,Sincere,0,0,0,1
1146,yogabar product natural,Sincere,Sincere,0,1,0,0
3460,wife sex ex boyfriend,Insincere,Insincere,1,0,0,0
2916,true female circumcised mean promiscuous,Insincere,Insincere,1,0,0,0
114,president donald j trump christian,Sincere,Insincere,0,0,1,0
2338,people say trump divided america obama race baiting refusal call blm terrorist group,Insincere,Insincere,1,0,0,0
880,function upsc,Sincere,Sincere,0,1,0,0
435,single sentence sum america,Sincere,Insincere,0,0,1,0
1298,recommend using hotel com book hotel room,Sincere,Sincere,0,1,0,0
998,cannabis plant initaiated human evolution considering recreational nature plant,Sincere,Insincere,0,0,1,0
1895,word secularism constitution necessary establish secular state india,Sincere,Insincere,0,0,1,0
3254,reservation india continues sc st caste jew indian holocaust,Insincere,Insincere,1,0,0,0
721,disposable email service profitable,Sincere,Sincere,0,1,0,0
150,good documentary cooking recommend,Sincere,Sincere,0,1,0,0
2562,indian doctor try maintain fake supremacy patient instead friendly helpful,Insincere,Insincere,1,0,0,0
2823,wealthy people expect poor people protect danger putting life risk peanut,Insincere,Insincere,1,0,0,0
3341,whole neighborhood claim japan nuked government reported,Insincere,Insincere,1,0,0,0
2352,trump aka trooper bone spur expect people believe go unarmed stop recent shooting school shooting,Insincere,Insincere,1,0,0,0
247,offensive use transgender black gay noun theist psychopath lesbian,Sincere,Insincere,0,0,1,0
1340,trickle economics crashed economy,Sincere,Sincere,0,1,0,0
2239,top reason karnataka secede indian union,Insincere,Insincere,1,0,0,0
2489,democratic u keep shooting bombing people u country daily democratic germany produced hitler killed billion people democratic india raape people street day night democratic country bad world,Insincere,Insincere,1,0,0,0
2310,xi jinping took year kind dirty method kill enemy make dictator china,Insincere,Insincere,1,0,0,0
2701,someone black granted certain civil right opportunity see black homosexual required prove personally gay test gain right granted,Insincere,Insincere,1,0,0,0
2889,people tell difference nazi white person jeep wrangler listening imperial march full volume,Insincere,Insincere,1,0,0,0
3622,girl cry fucking,Insincere,Insincere,1,0,0,0
816,personal experience setting firm company bangalore,Sincere,Sincere,0,1,0,0
763,make huge stuffed owl animal,Sincere,Insincere,0,0,1,0
1774,srk huge fan base jakarta,Sincere,Insincere,0,0,1,0
2358,muslim engage reformer like imam tawhidi liberalize islam,Insincere,Insincere,1,0,0,0
3385,nazi perfectly evil lead believe,Insincere,Insincere,1,0,0,0
3235,punched girlfriend knocked cold lying floor completely unconscious,Insincere,Insincere,1,0,0,0
3541,many american hold deeply racist view yet say despise alt right,Insincere,Insincere,1,0,0,0
192,place find update different provider meltdown spectre,Sincere,Sincere,0,1,0,0
1615,moral justification raising minimum wage,Sincere,Insincere,0,0,1,0
1882,best iitian,Sincere,Sincere,0,1,0,0
2561,hong kongers want independence china provides hydropower fresh food without china hong kong last long find ungrateful hong kongers,Insincere,Insincere,1,0,0,0
3145,chinese malaysia singapore see malay lazy stupid untrustworthy,Insincere,Insincere,1,0,0,0
399,long boston consulting group consultant work per week,Sincere,Sincere,0,1,0,0
1344,gautama buddha leave family,Sincere,Insincere,0,0,1,0
1025,among amity chitkara university provides placement mba student,Sincere,Sincere,0,1,0,0
2202,okay say something true although bit racist sexist example black people committing crime white people given point time easy girl marry rich man,Insincere,Insincere,1,0,0,0
2991,people say free spirited woman hoe,Insincere,Insincere,1,0,0,0
260,create simple diagramming tool using javascript allows user draw diagram based predefined shape,Sincere,Sincere,0,1,0,0
3426,indian stop reproducing,Insincere,Insincere,1,0,0,0
2760,rather find happiness devoting life god exist know god find sadness,Insincere,Sincere,0,0,0,1
3483,true muslim society highest rape rate,Insincere,Insincere,1,0,0,0
497,purpose reading,Sincere,Sincere,0,1,0,0
41,use snapchat laptop,Sincere,Sincere,0,1,0,0
158,reduce anxiety meeting new people giving speech,Sincere,Sincere,0,1,0,0
2235,man truly cheat,Insincere,Insincere,1,0,0,0
791,best author business study class,Sincere,Sincere,0,1,0,0
3577,instead trump follower refer people trump cultist,Insincere,Insincere,1,0,0,0
2851,brahmin exist everyone descendant early man,Insincere,Insincere,1,0,0,0
3043,people quora exaggerate talking many people hate trump obviously true many wonderful people love trump,Insincere,Insincere,1,0,0,0
265,someone talk taking porsche train manhattan disgusting offspring pay karma natural law,Sincere,Insincere,0,0,1,0
127,tibco process get stuck without error log anything related thread size,Sincere,Sincere,0,1,0,0
2876,true u navy sniper able clear area jungle mosquito sniper rifle,Insincere,Sincere,0,0,0,1
764,design principle wireless sensor network,Sincere,Sincere,0,1,0,0
1279,continuum hypothesis state,Sincere,Insincere,0,0,1,0
1535,many total number seat iim mba,Sincere,Sincere,0,1,0,0
631,mean bilateral blindness,Sincere,Sincere,0,1,0,0
3380,indian think money earned nepalese india important source income reality completely different,Insincere,Sincere,0,0,0,1
3528,think overrated say,Insincere,Insincere,1,0,0,0
3472,hollywood scumbags raping woman day,Insincere,Insincere,1,0,0,0
3645,western people racist towards indian whenever innovation positive news related india comment british aid toilet poop joke disrespectful word,Insincere,Insincere,1,0,0,0
3663,like white trash europe,Insincere,Insincere,1,0,0,0
2795,cucumber toothbrush donald trump,Insincere,Insincere,1,0,0,0
3133,virgin jannah billion muslim world,Insincere,Insincere,1,0,0,0
1395,possible na gain electron cl lose electron,Sincere,Sincere,0,1,0,0
72,first thing modi bjp govt majority rajya sabha,Sincere,Insincere,0,0,1,0
2416,army rohan gondor castrate prisoner captured,Insincere,Insincere,1,0,0,0
51,kylo ren sacrifice rey,Sincere,Insincere,0,0,1,0
2951,india become muslim free,Insincere,Insincere,1,0,0,0
2979,woman often call animal bed mean racist,Insincere,Insincere,1,0,0,0
3184,divorceés remarry people abusive child,Insincere,Insincere,1,0,0,0
3288,woman programed sex,Insincere,Insincere,1,0,0,0
3373,left troll quora biased anti gun question based alternative fact,Insincere,Insincere,1,0,0,0
1945,thing wanted glad never,Sincere,Insincere,0,0,1,0
1930,best advice adult kid brainwashed continue living narc father want nothing mum,Sincere,Insincere,0,0,1,0
3295,writer like kidding rowling el james stephanie meyer prove woman place literature,Insincere,Insincere,1,0,0,0
3929,good looking girl iits big boob,Insincere,Insincere,1,0,0,0
2593,since descended african good white musician,Insincere,Insincere,1,0,0,0
3948,democrat really baby killer propaganda treasonous pedophile porn star backing republican want vote give even tax cut wealthy donor,Insincere,Insincere,1,0,0,0
2841,israeli serve japanese prime minister dessert shoe,Insincere,Sincere,0,0,0,1
478,much earnings make lyft driver jacksonville,Sincere,Sincere,0,1,0,0
2373,white history month,Insincere,Sincere,0,0,0,1
211,filling online petition anything suckered email list,Sincere,Sincere,0,1,0,0
3809,indian men send really weird message u white woman,Insincere,Insincere,1,0,0,0
104,reason usually upvote answer quora,Sincere,Insincere,0,0,1,0
1523,orange red chosen main hue quora color scheme,Sincere,Sincere,0,1,0,0
1589,many moderator predict work quora,Sincere,Insincere,0,0,1,0
828,corporate institution consider data dicionaries enterprise data unimportant unnecessary,Sincere,Sincere,0,1,0,0
1280,advantage female president,Sincere,Insincere,0,0,1,0
584,manager new company within fledgling industry implement situational leadership approach,Sincere,Sincere,0,1,0,0
1010,choose right grout using shower tile joint,Sincere,Insincere,0,0,1,0
1271,mean live liquor find expression dictionary,Sincere,Sincere,0,1,0,0
818,safe invest mining company,Sincere,Sincere,0,1,0,0
1865,level man contented,Sincere,Insincere,0,0,1,0
2560,gay people chinese labeled low end,Insincere,Insincere,1,0,0,0
92,reason male suicide,Sincere,Insincere,0,0,1,0
3503,people work uttarakhand,Insincere,Insincere,1,0,0,0
1277,protocol giving wedding gift,Sincere,Sincere,0,1,0,0
2774,immigrant muslim country get eu visa able live europe easily people country hard get eu residence visa,Insincere,Insincere,1,0,0,0
3417,scoring billion mark neet qualify,Insincere,Sincere,0,0,0,1
832,possible narcissist love someone,Sincere,Sincere,0,1,0,0
1223,equity fund investment,Sincere,Sincere,0,1,0,0
348,get chance resubmit otp ekyc,Sincere,Sincere,0,1,0,0
650,healthy balanced diet chart ramadan,Sincere,Sincere,0,1,0,0
2785,unsc endorsed cpec excellent pakistan china whole world india desperately badmouthing,Insincere,Insincere,1,0,0,0
1334,make girl continue conversation,Sincere,Insincere,0,0,1,0
915,ia handicapped criterion handicapped leg bl category ph rank get selected also eligible ia irs,Sincere,Sincere,0,1,0,0
2808,caste based reservation selection shankaracharya priest hinduism,Insincere,Insincere,1,0,0,0
991,better car company bugatti lamo,Sincere,Sincere,0,1,0,0
3811,arnab goswami normal,Insincere,Sincere,0,0,0,1
81,true earth support human life encourage,Sincere,Insincere,0,0,1,0
717,best health advice gave,Sincere,Sincere,0,1,0,0
757,mine pattern individual spending,Sincere,Sincere,0,1,0,0
425,india scared maldives economic development china,Sincere,Insincere,0,0,1,0
291,run excel window mac without installing window mac using wine similar,Sincere,Sincere,0,1,0,0
75,find roy adam attractive,Sincere,Insincere,0,0,1,0
3290,black poor,Insincere,Insincere,1,0,0,0
1213,g make streaming k program competitive offer tv provider,Sincere,Sincere,0,1,0,0
1405,cool thing kindle fire,Sincere,Sincere,0,1,0,0
2717,mexican claiming white majority america,Insincere,Insincere,1,0,0,0
1521,law enforcement deal criminal suicide cop intent,Sincere,Insincere,0,0,1,0
2491,american education dominated progressive statistical logical reason regarding muslim oppression woman black black crime ignored,Insincere,Insincere,1,0,0,0
2708,quality california culture based quality people california culture move populate area country ruining culture area,Insincere,Insincere,1,0,0,0
2509,palestinian muslim really craziest muslim comprehend,Insincere,Insincere,1,0,0,0
2357,conservative generally lower iq progressive,Insincere,Insincere,1,0,0,0
3112,people india value design creative professional like professional,Insincere,Sincere,0,0,0,1
3428,suspicious information steele dossier event unfolding appear russia collaborating clinton obama cabal soft coup attempt trump,Insincere,Insincere,1,0,0,0
1303,briefly summarize result executing action plan happened success surprise obstacle lesson learned,Sincere,Sincere,0,1,0,0
319,eastern dharma different abrahamic religion,Sincere,Insincere,0,0,1,0
928,airlock air tight lid necessary fermenting sauerkraut,Sincere,Sincere,0,1,0,0
776,woke realized zombie,Sincere,Sincere,0,1,0,0
414,interpret slope line,Sincere,Sincere,0,1,0,0
701,could tell experience english studying,Sincere,Sincere,0,1,0,0
2967,u europe africa also apartheid dark time black reservation country india,Insincere,Insincere,1,0,0,0
1797,best painting leonardo da vinci,Sincere,Sincere,0,1,0,0
3397,jew kicked every country tried settle,Insincere,Insincere,1,0,0,0
1426,idol worship frequent age science technology,Sincere,Sincere,0,1,0,0
805,wear work feminine much stand crowd look like cross dresser man,Sincere,Insincere,0,0,1,0
743,first person gender exchange,Sincere,Sincere,0,1,0,0
3558,china cheat country big investment local place truth send million chinese worker solve economic problem,Insincere,Insincere,1,0,0,0
331,made yahoo email hard get email new account,Sincere,Sincere,0,1,0,0
2503,mom like lately hugging way calling sweetie talking whenever seems really flirtatious started act like blue creeping,Insincere,Insincere,1,0,0,0
3994,jew bad people,Insincere,Insincere,1,0,0,0
