,Question,Target
3973,feminism distraction inequality woman,Insincere
3054,obama apologize lie people expect trump apologize,Insincere
3153,ukraine glorifying controversial ww era group oun upa wanted independent ukraine also killed ten thousand polish civilian also sometimes collaborated nazi holocaust,Insincere
2852,islamic community make community morally spiritually worldly submissive islamic community causing debt obligation community moral glorious existence community islamic community,Insincere
3986,le knowledge transfer african western asian,Insincere
3075,asian country attractive woman china vietnam thailand philippine korea india,Insincere
3205,suddenly started wanting reach toilet eat feces,Insincere
1266,start preparing ia,Sincere
760,people upvote quora,Insincere
3243,ive touching year old penis,Insincere
1617,best thing physical therapist,Sincere
3374,asian people deferential towards white people many admire whiteness,Insincere
2086,indian hate nepalese much nepalese hate indian,Insincere
3978,donald trump biggest embarrassment united state,Insincere
2787,muslim fanatical among religion,Insincere
2690,trump impregnate maid,Insincere
3202,right describe donald trump open sore leaking poison body politic united state,Insincere
2367,california almost completely controlled democratic party continue tolerate enormous inequality poverty adjusted cost living tax transfer,Sincere
3667,citizen north korea radicalized similar terrorist,Insincere
1447,step indian take get rid inferiority complex,Insincere
3634,belief god nothing tradition passed parent child help people see common sense,Insincere
1053,maternal believe child suffering inability affectionate motherly change,Insincere
32,bluetooth device still supported uefi bios,Insincere
2579,best way wank year old boy,Sincere
3123,pahul imaginary friend kinky,Sincere
1146,yogabar product natural,Sincere
3460,wife sex ex boyfriend,Insincere
2916,true female circumcised mean promiscuous,Insincere
114,president donald j trump christian,Insincere
2338,people say trump divided america obama race baiting refusal call blm terrorist group,Insincere
880,function upsc,Sincere
435,single sentence sum america,Insincere
1298,recommend using hotel com book hotel room,Sincere
998,cannabis plant initaiated human evolution considering recreational nature plant,Insincere
1895,word secularism constitution necessary establish secular state india,Insincere
3254,reservation india continues sc st caste jew indian holocaust,Insincere
721,disposable email service profitable,Sincere
150,good documentary cooking recommend,Sincere
2562,indian doctor try maintain fake supremacy patient instead friendly helpful,Insincere
2823,wealthy people expect poor people protect danger putting life risk peanut,Insincere
3341,whole neighborhood claim japan nuked government reported,Insincere
2352,trump aka trooper bone spur expect people believe go unarmed stop recent shooting school shooting,Insincere
247,offensive use transgender black gay noun theist psychopath lesbian,Insincere
1340,trickle economics crashed economy,Sincere
2239,top reason karnataka secede indian union,Insincere
2489,democratic u keep shooting bombing people u country daily democratic germany produced hitler killed billion people democratic india raape people street day night democratic country bad world,Insincere
2310,xi jinping took year kind dirty method kill enemy make dictator china,Insincere
2701,someone black granted certain civil right opportunity see black homosexual required prove personally gay test gain right granted,Insincere
2889,people tell difference nazi white person jeep wrangler listening imperial march full volume,Insincere
3622,girl cry fucking,Insincere
816,personal experience setting firm company bangalore,Sincere
763,make huge stuffed owl animal,Insincere
1774,srk huge fan base jakarta,Insincere
2358,muslim engage reformer like imam tawhidi liberalize islam,Insincere
3385,nazi perfectly evil lead believe,Insincere
3235,punched girlfriend knocked cold lying floor completely unconscious,Insincere
3541,many american hold deeply racist view yet say despise alt right,Insincere
192,place find update different provider meltdown spectre,Sincere
1615,moral justification raising minimum wage,Insincere
1882,best iitian,Sincere
2561,hong kongers want independence china provides hydropower fresh food without china hong kong last long find ungrateful hong kongers,Insincere
3145,chinese malaysia singapore see malay lazy stupid untrustworthy,Insincere
399,long boston consulting group consultant work per week,Sincere
1344,gautama buddha leave family,Insincere
1025,among amity chitkara university provides placement mba student,Sincere
2202,okay say something true although bit racist sexist example black people committing crime white people given point time easy girl marry rich man,Insincere
2991,people say free spirited woman hoe,Insincere
260,create simple diagramming tool using javascript allows user draw diagram based predefined shape,Sincere
3426,indian stop reproducing,Insincere
2760,rather find happiness devoting life god exist know god find sadness,Sincere
3483,true muslim society highest rape rate,Insincere
497,purpose reading,Sincere
41,use snapchat laptop,Sincere
158,reduce anxiety meeting new people giving speech,Sincere
2235,man truly cheat,Insincere
791,best author business study class,Sincere
3577,instead trump follower refer people trump cultist,Insincere
2851,brahmin exist everyone descendant early man,Insincere
3043,people quora exaggerate talking many people hate trump obviously true many wonderful people love trump,Insincere
265,someone talk taking porsche train manhattan disgusting offspring pay karma natural law,Insincere
127,tibco process get stuck without error log anything related thread size,Sincere
2876,true u navy sniper able clear area jungle mosquito sniper rifle,Sincere
764,design principle wireless sensor network,Sincere
1279,continuum hypothesis state,Insincere
1535,many total number seat iim mba,Sincere
631,mean bilateral blindness,Sincere
3380,indian think money earned nepalese india important source income reality completely different,Sincere
3528,think overrated say,Insincere
3472,hollywood scumbags raping woman day,Insincere
3645,western people racist towards indian whenever innovation positive news related india comment british aid toilet poop joke disrespectful word,Insincere
3663,like white trash europe,Insincere
2795,cucumber toothbrush donald trump,Insincere
3133,virgin jannah billion muslim world,Insincere
1395,possible na gain electron cl lose electron,Sincere
72,first thing modi bjp govt majority rajya sabha,Insincere
2416,army rohan gondor castrate prisoner captured,Insincere
51,kylo ren sacrifice rey,Insincere
2951,india become muslim free,Insincere
2979,woman often call animal bed mean racist,Insincere
3184,divorceés remarry people abusive child,Insincere
3288,woman programed sex,Insincere
3373,left troll quora biased anti gun question based alternative fact,Insincere
1945,thing wanted glad never,Insincere
1930,best advice adult kid brainwashed continue living narc father want nothing mum,Insincere
3295,writer like kidding rowling el james stephanie meyer prove woman place literature,Insincere
3929,good looking girl iits big boob,Insincere
2593,since descended african good white musician,Insincere
3948,democrat really baby killer propaganda treasonous pedophile porn star backing republican want vote give even tax cut wealthy donor,Insincere
2841,israeli serve japanese prime minister dessert shoe,Sincere
478,much earnings make lyft driver jacksonville,Sincere
2373,white history month,Sincere
211,filling online petition anything suckered email list,Sincere
3809,indian men send really weird message u white woman,Insincere
104,reason usually upvote answer quora,Insincere
1523,orange red chosen main hue quora color scheme,Sincere
1589,many moderator predict work quora,Insincere
828,corporate institution consider data dicionaries enterprise data unimportant unnecessary,Sincere
1280,advantage female president,Insincere
584,manager new company within fledgling industry implement situational leadership approach,Sincere
1010,choose right grout using shower tile joint,Insincere
1271,mean live liquor find expression dictionary,Sincere
818,safe invest mining company,Sincere
1865,level man contented,Insincere
2560,gay people chinese labeled low end,Insincere
92,reason male suicide,Insincere
3503,people work uttarakhand,Insincere
1277,protocol giving wedding gift,Sincere
2774,immigrant muslim country get eu visa able live europe easily people country hard get eu residence visa,Insincere
3417,scoring billion mark neet qualify,Sincere
832,possible narcissist love someone,Sincere
1223,equity fund investment,Sincere
348,get chance resubmit otp ekyc,Sincere
650,healthy balanced diet chart ramadan,Sincere
2785,unsc endorsed cpec excellent pakistan china whole world india desperately badmouthing,Insincere
1334,make girl continue conversation,Insincere
915,ia handicapped criterion handicapped leg bl category ph rank get selected also eligible ia irs,Sincere
2808,caste based reservation selection shankaracharya priest hinduism,Insincere
991,better car company bugatti lamo,Sincere
3811,arnab goswami normal,Sincere
81,true earth support human life encourage,Insincere
717,best health advice gave,Sincere
757,mine pattern individual spending,Sincere
425,india scared maldives economic development china,Insincere
291,run excel window mac without installing window mac using wine similar,Sincere
75,find roy adam attractive,Insincere
3290,black poor,Insincere
1213,g make streaming k program competitive offer tv provider,Sincere
1405,cool thing kindle fire,Sincere
2717,mexican claiming white majority america,Insincere
1521,law enforcement deal criminal suicide cop intent,Insincere
2491,american education dominated progressive statistical logical reason regarding muslim oppression woman black black crime ignored,Insincere
2708,quality california culture based quality people california culture move populate area country ruining culture area,Insincere
2509,palestinian muslim really craziest muslim comprehend,Insincere
2357,conservative generally lower iq progressive,Insincere
3112,people india value design creative professional like professional,Sincere
3428,suspicious information steele dossier event unfolding appear russia collaborating clinton obama cabal soft coup attempt trump,Insincere
1303,briefly summarize result executing action plan happened success surprise obstacle lesson learned,Sincere
319,eastern dharma different abrahamic religion,Insincere
928,airlock air tight lid necessary fermenting sauerkraut,Sincere
776,woke realized zombie,Sincere
414,interpret slope line,Sincere
701,could tell experience english studying,Sincere
2967,u europe africa also apartheid dark time black reservation country india,Insincere
1797,best painting leonardo da vinci,Sincere
3397,jew kicked every country tried settle,Insincere
1426,idol worship frequent age science technology,Sincere
805,wear work feminine much stand crowd look like cross dresser man,Insincere
743,first person gender exchange,Sincere
3558,china cheat country big investment local place truth send million chinese worker solve economic problem,Insincere
331,made yahoo email hard get email new account,Sincere
2503,mom like lately hugging way calling sweetie talking whenever seems really flirtatious started act like blue creeping,Insincere
3994,jew bad people,Insincere
3860,military member quora share many anecdote question really prompt realize care,Insincere
3681,many people specially left claiming today thing objective truth,Insincere
47,way gender equality improve west feminism disbanded ideology,Insincere
1046,lemon electricity work specific acid responsible chemical reaction,Sincere
292,age income start consider investing,Sincere
3773,dangerous take photo copier machine make copy photo machine cornered last week work debating gone home living snack vending machine,Sincere
2181,japanese men never trim shave pubes realized visited onsen japan trim mine pretty awkward,Insincere
3238,loyal india face discrimination sc st category,Sincere
488,expect hear british transport police verbally offensive,Insincere
160,win several little vampire v several wereanimals,Sincere
2112,done tragic mispronunciation word jewelry jew la ry becomes accepted pronunciation,Insincere
1290,way overcome hardship life,Sincere
2215,psychopath enjoy raping insect,Insincere
2071,event like prom many indian girl asia give virginity,Insincere
2430,african american woman le likely attract desirable american white men,Insincere
3557,american insist country best world neither happiest developed nation,Insincere
3015,north indian speak kannada,Insincere
304,install ota update rom,Sincere
3683,turk lie greek armenian assyrian genocide,Insincere
853,ask people even know might able help issue,Insincere
1529,effective term value money availability frictionlessness point sale po payment solution merchant nigeria,Sincere
1832,cantilever beam show pure bending,Sincere
10,commercial radio hong kong accomplished radio broadcasting industry,Sincere
3350,indian follow rule asked always challenge every rule,Insincere
1035,besides earwax wax human body say,Sincere
3183,site liberal site,Insincere
687,creepy fact,Insincere
1234,change default numbering cell google sheet,Sincere
1653,purity politics,Sincere
250,secret way always get right scale graph,Insincere
258,plan b pill cause miss period,Sincere
3333,sexism wrong mean actual biological difference men woman lead u expecting different thing men woman science right,Insincere
971,cost chemotherapy breast cancer aiims,Sincere
2810,think woman life difficult man,Insincere
1520,soviet economy much heavy industry made difficult use chinese approach economic reform let alone shock therapy,Sincere
2327,stop child trafficking profit england knowing child trafficking england carried english s police family court cafcass forster agency way stopping,Insincere
2848,u immigration officer international reputation humourlessness rudeness justified rude,Insincere
1826,indian army people specialised english speaking course,Insincere
3155,girl upload send filtered pic mostly cheating,Insincere
178,take cpt registration number direct icai chennai,Sincere
2828,many american believe owning gun important people life,Insincere
704,find coterminal angle,Sincere
392,selective cutting,Sincere
3222,australian police racist,Insincere
3270,protester donald inauguration violent,Insincere
263,happens actual bad debt allowance created accounting perspective,Sincere
80,right contract word formal writing business book instance,Sincere
163,look,Insincere
768,difference bipolar manic narcissist bipolar actually seems narcissistic,Insincere
1998,window application like encarta kid,Sincere
